"sales_id","tanggal","hari","bulan","tahun","kuartal","product_name","category","customer_name","payment_method","quantity","unit_price","total_price","review_rating"
"785","2023-07-07","7","7","2023","3","Desk","Office Supplies","Customer C1215","Credit Card","3",NULL,"977.52","1"
"843","2025-05-14","14","5","2025","2","Desk","Office Supplies","Customer C9593","Credit Card","8",NULL,"4964.80","1"
"918","2023-09-30","30","9","2023","3","Desk","Office Supplies","Customer C4437","Credit Card","7",NULL,"5505.15","4"
"954","2024-01-20","20","1","2024","1","Desk","Office Supplies","Customer C7581","Credit Card","6",NULL,"4236.96","2"
"995","2024-08-31","31","8","2024","3","Desk","Office Supplies","Customer C9641","Credit Card","5",NULL,"683.65","4"
"1004","2024-09-11","11","9","2024","3","Desk","Office Supplies","Customer C4409","Credit Card","5",NULL,"2271.05","1"
"1029","2024-12-07","7","12","2024","4","Desk","Office Supplies","Customer C4666","Credit Card","2",NULL,"17.78","4"
"1087","2023-03-21","21","3","2023","1","Desk","Office Supplies","Customer C3400","Credit Card","7",NULL,"3028.76","4"
"1112","2024-03-20","20","3","2024","1","Desk","Office Supplies","Customer C1619","Credit Card","3",NULL,"673.05","2"
"1115","2024-01-31","31","1","2024","1","Desk","Office Supplies","Customer C1517","Credit Card","3",NULL,"992.49","4"
"1152","2023-05-23","23","5","2023","2","Desk","Office Supplies","Customer C3254","Credit Card","6",NULL,"3837.54","2"
"1186","2023-08-09","9","8","2023","3","Desk","Office Supplies","Customer C7461","Credit Card","1",NULL,"552.92","4"
"1191","2025-04-03","3","4","2025","2","Desk","Office Supplies","Customer C4773","Credit Card","2",NULL,"1236.68","3"
"1244","2024-10-28","28","10","2024","4","Desk","Office Supplies","Customer C7411","Credit Card","2",NULL,"346.78","1"
"1249","2025-06-14","14","6","2025","2","Desk","Office Supplies","Customer C3354","Credit Card","3",NULL,"583.41","2"
"1412","2023-04-17","17","4","2023","2","Desk","Office Supplies","Customer C7291","Credit Card","2",NULL,"954.00","2"
"1418","2024-11-18","18","11","2024","4","Desk","Office Supplies","Customer C4889","Credit Card","3",NULL,"1980.93","1"
"1455","2024-05-24","24","5","2024","2","Desk","Office Supplies","Customer C5519","Credit Card","8",NULL,"3264.40","5"
"1511","2024-12-01","1","12","2024","4","Desk","Office Supplies","Customer C2764","Credit Card","7",NULL,"2939.30","4"
"1520","2023-09-11","11","9","2023","3","Desk","Office Supplies","Customer C2008","Credit Card","7",NULL,"4852.19","5"
"1588","2025-05-10","10","5","2025","2","Desk","Office Supplies","Customer C5127","Credit Card","5",NULL,"1173.55","2"
"1632","2023-04-19","19","4","2023","2","Desk","Office Supplies","Customer C9972","Credit Card","3",NULL,"979.68","2"
"1649","2025-04-14","14","4","2025","2","Desk","Office Supplies","Customer C2333","Credit Card","5",NULL,"835.55","3"
"1669","2023-03-09","9","3","2023","1","Desk","Office Supplies","Customer C2608","Credit Card","1",NULL,"716.32","4"
"1701","2024-12-14","14","12","2024","4","Desk","Office Supplies","Customer C6077","Credit Card","8",NULL,"3260.48","3"
"1707","2023-11-06","6","11","2023","4","Desk","Office Supplies","Customer C4159","Credit Card","8",NULL,"4955.60","4"
"1764","2025-02-20","20","2","2025","1","Desk","Office Supplies","Customer C3423","Credit Card","8",NULL,"5364.56","5"
"1789","2024-09-01","1","9","2024","3","Desk","Office Supplies","Customer C4057","Credit Card","1",NULL,"228.75","5"
"104","2023-02-04","4","2","2023","1","Desk","Office Supplies","Customer C9332","Cash","4",NULL,"1320.56","4"
"197","2023-08-04","4","8","2023","3","Desk","Office Supplies","Customer C9797","Cash","1",NULL,"584.10","2"
"259","2024-12-17","17","12","2024","4","Desk","Office Supplies","Customer C2491","Cash","6",NULL,"2952.06","3"
"305","2025-04-14","14","4","2025","2","Desk","Office Supplies","Customer C1059","Cash","8",NULL,"4043.84","4"
"452","2025-03-24","24","3","2025","1","Desk","Office Supplies","Customer C6372","Cash","5",NULL,"3254.95","3"
"540","2023-09-06","6","9","2023","3","Desk","Office Supplies","Customer C5779","Cash","4",NULL,"963.40","2"
"541","2024-04-21","21","4","2024","2","Desk","Office Supplies","Customer C9206","Cash","1",NULL,"782.12","4"
"545","2025-02-08","8","2","2025","1","Desk","Office Supplies","Customer C7617","Cash","4",NULL,"485.60","1"
"566","2024-08-10","10","8","2024","3","Desk","Office Supplies","Customer C3759","Cash","7",NULL,"4233.60","1"
"578","2024-06-06","6","6","2024","2","Desk","Office Supplies","Customer C1312","Cash","8",NULL,"1901.44","5"
"607","2024-01-26","26","1","2024","1","Desk","Office Supplies","Customer C1301","Cash","8",NULL,"4105.28","4"
"628","2024-03-28","28","3","2024","1","Desk","Office Supplies","Customer C9225","Cash","8",NULL,"1269.84","1"
"708","2023-11-23","23","11","2023","4","Desk","Office Supplies","Customer C5506","Cash","2",NULL,"252.08","5"
"744","2023-10-28","28","10","2023","4","Desk","Office Supplies","Customer C4272","Cash","7",NULL,"416.57","3"
"775","2025-01-02","2","1","2025","1","Desk","Office Supplies","Customer C1757","Cash","7",NULL,"2709.28","2"
"814","2024-02-16","16","2","2024","1","Desk","Office Supplies","Customer C8605","Cash","3",NULL,"2022.96","5"
"841","2023-11-04","4","11","2023","4","Desk","Office Supplies","Customer C6520","Cash","6",NULL,"3293.28","1"
"862","2024-01-09","9","1","2024","1","Desk","Office Supplies","Customer C3817","Cash","2",NULL,"976.14","4"
"884","2023-06-25","25","6","2023","2","Desk","Office Supplies","Customer C8360","Cash","4",NULL,"1981.12","1"
"889","2025-02-03","3","2","2025","1","Desk","Office Supplies","Customer C3743","Cash","8",NULL,"3191.28","1"
"952","2025-01-04","4","1","2025","1","Desk","Office Supplies","Customer C9723","Cash","8",NULL,"6222.40","3"
"957","2024-01-04","4","1","2024","1","Desk","Office Supplies","Customer C7433","Cash","3",NULL,"827.79","4"
"972","2024-11-05","5","11","2024","4","Desk","Office Supplies","Customer C3708","Cash","7",NULL,"3411.17","3"
"1034","2025-01-24","24","1","2025","1","Desk","Office Supplies","Customer C6166","Cash","1",NULL,"550.05","2"
"1140","2024-04-25","25","4","2024","2","Desk","Office Supplies","Customer C3026","Cash","1",NULL,"256.49","1"
"1192","2023-04-29","29","4","2023","2","Desk","Office Supplies","Customer C3593","Cash","8",NULL,"444.96","5"
"1193","2024-03-04","4","3","2024","1","Desk","Office Supplies","Customer C4707","Cash","3",NULL,"1380.45","2"
"1201","2024-04-15","15","4","2024","2","Desk","Office Supplies","Customer C7721","Cash","4",NULL,"64.40","3"
"1203","2024-11-23","23","11","2024","4","Desk","Office Supplies","Customer C4628","Cash","7",NULL,"56.49","1"
"1260","2025-04-30","30","4","2025","2","Desk","Office Supplies","Customer C9614","Cash","5",NULL,"3336.50","1"
"1264","2023-12-02","2","12","2023","4","Desk","Office Supplies","Customer C1814","Cash","2",NULL,"226.26","3"
"1291","2025-05-07","7","5","2025","2","Desk","Office Supplies","Customer C9670","Cash","1",NULL,"580.18","3"
"1314","2023-10-21","21","10","2023","4","Desk","Office Supplies","Customer C4367","Cash","5",NULL,"1948.20","5"
"1338","2024-11-10","10","11","2024","4","Desk","Office Supplies","Customer C3761","Cash","2",NULL,"325.48","4"
"1346","2024-12-05","5","12","2024","4","Desk","Office Supplies","Customer C8244","Cash","7",NULL,"2856.84","5"
"1357","2023-02-19","19","2","2023","1","Desk","Office Supplies","Customer C9164","Cash","3",NULL,"115.71","2"
"1375","2023-08-01","1","8","2023","3","Desk","Office Supplies","Customer C6789","Cash","6",NULL,"3800.40","2"
"1408","2023-08-07","7","8","2023","3","Desk","Office Supplies","Customer C7924","Cash","5",NULL,"3965.85","3"
"1411","2023-02-22","22","2","2023","1","Desk","Office Supplies","Customer C4830","Cash","4",NULL,"1556.44","5"
"1428","2023-01-25","25","1","2023","1","Desk","Office Supplies","Customer C5605","Cash","8",NULL,"4567.04","4"
"1431","2023-10-20","20","10","2023","4","Desk","Office Supplies","Customer C5050","Cash","1",NULL,"6.06","4"
"1438","2023-10-29","29","10","2023","4","Desk","Office Supplies","Customer C5012","Cash","2",NULL,"143.50","1"
"1501","2024-07-25","25","7","2024","3","Desk","Office Supplies","Customer C2431","Cash","4",NULL,"139.88","1"
"1569","2023-12-10","10","12","2023","4","Desk","Office Supplies","Customer C2733","Cash","8",NULL,"75.04","4"
"1570","2024-06-25","25","6","2024","2","Desk","Office Supplies","Customer C5078","Cash","3",NULL,"2226.99","5"
"1618","2023-11-16","16","11","2023","4","Desk","Office Supplies","Customer C9421","Cash","5",NULL,"2543.15","3"
"1662","2024-06-13","13","6","2024","2","Desk","Office Supplies","Customer C7798","Cash","7",NULL,"3235.96","5"
"1709","2023-10-01","1","10","2023","4","Desk","Office Supplies","Customer C4247","Cash","6",NULL,"1377.84","3"
"1710","2024-09-26","26","9","2024","3","Desk","Office Supplies","Customer C7153","Cash","4",NULL,"2935.88","5"
"1719","2023-11-13","13","11","2023","4","Desk","Office Supplies","Customer C9330","Cash","6",NULL,"404.40","3"
"103","2025-02-17","17","2","2025","1","Laptop","Electronics","Customer C5596","Online","3",NULL,"538.56","2"
"110","2024-12-20","20","12","2024","4","Laptop","Electronics","Customer C1936","Online","3",NULL,"478.14","5"
"161","2024-09-07","7","9","2024","3","Laptop","Electronics","Customer C5925","Online","7",NULL,"4063.08","2"
"171","2023-10-27","27","10","2023","4","Laptop","Electronics","Customer C5282","Online","2",NULL,"1514.06","2"
"208","2024-03-28","28","3","2024","1","Laptop","Electronics","Customer C8981","Online","1",NULL,"602.38","2"
"225","2024-10-06","6","10","2024","4","Laptop","Electronics","Customer C5687","Online","7",NULL,"5481.98","5"
"228","2023-04-26","26","4","2023","2","Laptop","Electronics","Customer C4402","Online","3",NULL,"1561.74","1"
"253","2025-03-04","4","3","2025","1","Laptop","Electronics","Customer C8210","Online","5",NULL,"2081.05","1"
"261","2025-06-03","3","6","2025","2","Laptop","Electronics","Customer C5579","Online","3",NULL,"1178.04","1"
"269","2024-03-10","10","3","2024","1","Laptop","Electronics","Customer C5543","Online","1",NULL,"781.85","5"
"283","2025-05-04","4","5","2025","2","Laptop","Electronics","Customer C3006","Online","3",NULL,"2015.58","1"
"292","2024-12-22","22","12","2024","4","Laptop","Electronics","Customer C1631","Online","7",NULL,"1730.47","2"
"294","2024-11-02","2","11","2024","4","Laptop","Electronics","Customer C5803","Online","3",NULL,"1919.37","4"
"299","2023-06-06","6","6","2023","2","Laptop","Electronics","Customer C5882","Online","8",NULL,"315.92","2"
"345","2024-04-19","19","4","2024","2","Laptop","Electronics","Customer C3439","Online","6",NULL,"237.60","3"
"380","2025-05-26","26","5","2025","2","Laptop","Electronics","Customer C8986","Online","8",NULL,"3463.36","4"
"413","2024-08-24","24","8","2024","3","Laptop","Electronics","Customer C3267","Online","5",NULL,"2495.25","5"
"419","2024-02-15","15","2","2024","1","Laptop","Electronics","Customer C2313","Online","1",NULL,"516.73","1"
"492","2024-12-21","21","12","2024","4","Laptop","Electronics","Customer C6614","Online","5",NULL,"188.70","5"
"528","2023-04-23","23","4","2023","2","Laptop","Electronics","Customer C6632","Online","1",NULL,"358.65","4"
"538","2025-02-08","8","2","2025","1","Laptop","Electronics","Customer C2969","Online","2",NULL,"42.48","2"
"616","2025-05-22","22","5","2025","2","Laptop","Electronics","Customer C3313","Online","4",NULL,"2033.96","1"
"648","2025-05-09","9","5","2025","2","Laptop","Electronics","Customer C8622","Online","2",NULL,"840.48","4"
"653","2024-12-08","8","12","2024","4","Laptop","Electronics","Customer C8065","Online","8",NULL,"3019.52","5"
"680","2023-04-17","17","4","2023","2","Laptop","Electronics","Customer C8923","Online","3",NULL,"2263.08","2"
"738","2024-03-12","12","3","2024","1","Laptop","Electronics","Customer C5639","Online","5",NULL,"1049.30","5"
"742","2023-11-09","9","11","2023","4","Laptop","Electronics","Customer C4034","Online","4",NULL,"3121.48","2"
"749","2025-03-16","16","3","2025","1","Laptop","Electronics","Customer C3081","Online","3",NULL,"759.51","2"
"761","2023-04-25","25","4","2023","2","Laptop","Electronics","Customer C9159","Online","6",NULL,"591.24","4"
"779","2024-09-05","5","9","2024","3","Laptop","Electronics","Customer C8428","Online","5",NULL,"1950.80","3"
"801","2024-12-23","23","12","2024","4","Laptop","Electronics","Customer C1091","Online","6",NULL,"3000.84","2"
"817","2024-12-22","22","12","2024","4","Laptop","Electronics","Customer C7444","Online","2",NULL,"571.02","4"
"835","2024-08-27","27","8","2024","3","Laptop","Electronics","Customer C3160","Online","7",NULL,"4865.14","3"
"859","2023-03-29","29","3","2023","1","Laptop","Electronics","Customer C7931","Online","3",NULL,"2311.47","4"
"1027","2024-07-19","19","7","2024","3","Laptop","Electronics","Customer C8697","Online","8",NULL,"4130.64","2"
"1079","2023-07-31","31","7","2023","3","Laptop","Electronics","Customer C5003","Online","3",NULL,"1863.03","3"
"1106","2024-05-26","26","5","2024","2","Laptop","Electronics","Customer C1337","Online","6",NULL,"2524.08","4"
"1123","2023-05-06","6","5","2023","2","Laptop","Electronics","Customer C2867","Online","1",NULL,"336.30","3"
"1134","2024-11-23","23","11","2024","4","Laptop","Electronics","Customer C3501","Online","5",NULL,"2528.30","3"
"1148","2023-02-04","4","2","2023","1","Laptop","Electronics","Customer C4515","Online","4",NULL,"2996.00","3"
"1206","2024-08-12","12","8","2024","3","Laptop","Electronics","Customer C5739","Online","2",NULL,"300.52","4"
"1272","2025-04-13","13","4","2025","2","Laptop","Electronics","Customer C2882","Online","6",NULL,"114.54","3"
"1341","2025-03-23","23","3","2025","1","Laptop","Electronics","Customer C7325","Online","6",NULL,"1899.60","2"
"1353","2024-05-24","24","5","2024","2","Laptop","Electronics","Customer C4649","Online","1",NULL,"621.01","1"
"1405","2025-01-28","28","1","2025","1","Laptop","Electronics","Customer C2751","Online","5",NULL,"2166.10","3"
"1424","2023-04-27","27","4","2023","2","Laptop","Electronics","Customer C5034","Online","4",NULL,"173.64","4"
"1463","2023-03-11","11","3","2023","1","Laptop","Electronics","Customer C3901","Online","8",NULL,"5135.92","3"
"1565","2024-10-05","5","10","2024","4","Laptop","Electronics","Customer C6734","Online","1",NULL,"91.01","5"
"1593","2023-01-20","20","1","2023","1","Laptop","Electronics","Customer C1898","Online","4",NULL,"759.76","1"
"1599","2025-02-02","2","2","2025","1","Laptop","Electronics","Customer C1984","Online","3",NULL,"428.73","2"
"1638","2024-08-21","21","8","2024","3","Laptop","Electronics","Customer C5900","Online","8",NULL,"1017.68","2"
"1653","2024-09-24","24","9","2024","3","Laptop","Electronics","Customer C3528","Online","7",NULL,"2536.94","4"
"1667","2023-01-26","26","1","2023","1","Laptop","Electronics","Customer C8214","Online","2",NULL,"362.40","5"
"1688","2023-03-24","24","3","2023","1","Laptop","Electronics","Customer C4455","Online","1",NULL,"509.84","1"
"1721","2023-12-10","10","12","2023","4","Laptop","Electronics","Customer C5081","Online","3",NULL,"683.82","5"
"1743","2023-09-18","18","9","2023","3","Laptop","Electronics","Customer C2352","Online","3",NULL,"1164.15","2"
"1744","2024-10-11","11","10","2024","4","Laptop","Electronics","Customer C5062","Online","6",NULL,"1790.88","2"
"1757","2024-07-16","16","7","2024","3","Laptop","Electronics","Customer C6767","Online","3",NULL,"838.95","1"
"1778","2024-08-19","19","8","2024","3","Laptop","Electronics","Customer C9624","Online","8",NULL,"4253.28","3"
"37","2023-03-15","15","3","2023","1","Laptop","Electronics","Customer C3130","Gift Card","3",NULL,"1686.30","1"
"38","2025-02-21","21","2","2025","1","Laptop","Electronics","Customer C3032","Gift Card","3",NULL,"427.23","1"
"43","2023-03-27","27","3","2023","1","Laptop","Electronics","Customer C3763","Gift Card","6",NULL,"2126.88","5"
"66","2024-05-30","30","5","2024","2","Laptop","Electronics","Customer C5448","Gift Card","3",NULL,"1597.38","1"
"80","2025-02-13","13","2","2025","1","Laptop","Electronics","Customer C3716","Gift Card","1",NULL,"286.54","4"
"87","2023-08-06","6","8","2023","3","Laptop","Electronics","Customer C9710","Gift Card","6",NULL,"4378.08","4"
"139","2023-02-05","5","2","2023","1","Laptop","Electronics","Customer C5274","Gift Card","8",NULL,"5312.64","2"
"142","2024-07-26","26","7","2024","3","Laptop","Electronics","Customer C6415","Gift Card","4",NULL,"895.52","2"
"158","2024-08-21","21","8","2024","3","Laptop","Electronics","Customer C1503","Gift Card","3",NULL,"1517.94","4"
"207","2023-03-29","29","3","2023","1","Laptop","Electronics","Customer C9618","Gift Card","5",NULL,"3854.30","3"
"236","2024-07-20","20","7","2024","3","Laptop","Electronics","Customer C8104","Gift Card","3",NULL,"2376.06","4"
"320","2024-07-16","16","7","2024","3","Laptop","Electronics","Customer C5776","Gift Card","8",NULL,"3889.68","3"
"339","2023-08-19","19","8","2023","3","Laptop","Electronics","Customer C6759","Gift Card","4",NULL,"2405.68","1"
"349","2023-10-19","19","10","2023","4","Laptop","Electronics","Customer C3124","Gift Card","2",NULL,"454.58","5"
"459","2024-11-17","17","11","2024","4","Laptop","Electronics","Customer C9037","Gift Card","7",NULL,"2537.50","5"
"508","2024-06-15","15","6","2024","2","Laptop","Electronics","Customer C7004","Gift Card","5",NULL,"2244.65","1"
"532","2024-11-25","25","11","2024","4","Laptop","Electronics","Customer C1570","Gift Card","7",NULL,"2465.89","2"
"586","2024-01-04","4","1","2024","1","Laptop","Electronics","Customer C2823","Gift Card","1",NULL,"561.33","3"
"690","2024-12-24","24","12","2024","4","Laptop","Electronics","Customer C2203","Gift Card","6",NULL,"3858.84","1"
"728","2023-05-12","12","5","2023","2","Laptop","Electronics","Customer C9446","Gift Card","4",NULL,"707.16","5"
"773","2024-10-19","19","10","2024","4","Laptop","Electronics","Customer C4000","Gift Card","3",NULL,"1668.42","4"
"774","2023-06-08","8","6","2023","2","Laptop","Electronics","Customer C9678","Gift Card","2",NULL,"1088.78","2"
"805","2024-11-20","20","11","2024","4","Laptop","Electronics","Customer C3161","Gift Card","6",NULL,"1734.66","1"
"822","2023-02-25","25","2","2023","1","Laptop","Electronics","Customer C7382","Gift Card","4",NULL,"2449.88","1"
"828","2025-05-10","10","5","2025","2","Laptop","Electronics","Customer C3472","Gift Card","8",NULL,"5140.72","5"
"831","2024-11-14","14","11","2024","4","Laptop","Electronics","Customer C3988","Gift Card","6",NULL,"1536.18","1"
"858","2025-02-09","9","2","2025","1","Laptop","Electronics","Customer C1280","Gift Card","6",NULL,"1674.36","3"
"946","2025-05-20","20","5","2025","2","Laptop","Electronics","Customer C4543","Gift Card","8",NULL,"2906.00","3"
"1007","2023-04-26","26","4","2023","2","Laptop","Electronics","Customer C5890","Gift Card","4",NULL,"2939.92","3"
"1009","2023-02-20","20","2","2023","1","Laptop","Electronics","Customer C1425","Gift Card","5",NULL,"1436.30","1"
"1052","2023-01-07","7","1","2023","1","Laptop","Electronics","Customer C3773","Gift Card","1",NULL,"346.77","2"
"1114","2023-05-18","18","5","2023","2","Laptop","Electronics","Customer C7659","Gift Card","3",NULL,"1397.04","2"
"1141","2025-06-28","28","6","2025","2","Laptop","Electronics","Customer C7333","Gift Card","5",NULL,"3740.40","5"
"1168","2023-05-06","6","5","2023","2","Laptop","Electronics","Customer C2225","Gift Card","7",NULL,"5347.51","3"
"1194","2024-06-14","14","6","2024","2","Laptop","Electronics","Customer C1579","Gift Card","1",NULL,"391.49","4"
"1268","2024-01-16","16","1","2024","1","Laptop","Electronics","Customer C5898","Gift Card","5",NULL,"3955.15","1"
"1270","2024-07-15","15","7","2024","3","Laptop","Electronics","Customer C6270","Gift Card","3",NULL,"2320.17","5"
"1280","2023-02-04","4","2","2023","1","Laptop","Electronics","Customer C6200","Gift Card","5",NULL,"1143.05","2"
"1297","2025-05-27","27","5","2025","2","Laptop","Electronics","Customer C8663","Gift Card","4",NULL,"2704.56","1"
"1315","2024-07-25","25","7","2024","3","Laptop","Electronics","Customer C8755","Gift Card","1",NULL,"193.13","4"
"1354","2023-02-06","6","2","2023","1","Laptop","Electronics","Customer C8318","Gift Card","7",NULL,"5394.90","1"
"1446","2025-02-22","22","2","2025","1","Laptop","Electronics","Customer C2501","Gift Card","8",NULL,"2971.68","4"
"1484","2023-07-14","14","7","2023","3","Laptop","Electronics","Customer C5365","Gift Card","4",NULL,"2042.48","5"
"1517","2024-06-15","15","6","2024","2","Laptop","Electronics","Customer C2747","Gift Card","2",NULL,"912.38","5"
"1539","2023-11-05","5","11","2023","4","Laptop","Electronics","Customer C4670","Gift Card","2",NULL,"1310.24","3"
"1552","2023-04-27","27","4","2023","2","Laptop","Electronics","Customer C1652","Gift Card","3",NULL,"1834.68","2"
"1563","2025-01-19","19","1","2025","1","Laptop","Electronics","Customer C3877","Gift Card","6",NULL,"3934.50","5"
"1575","2024-04-17","17","4","2024","2","Laptop","Electronics","Customer C9217","Gift Card","8",NULL,"362.96","4"
"1637","2024-05-11","11","5","2024","2","Laptop","Electronics","Customer C8474","Gift Card","6",NULL,"2163.66","2"
"1660","2023-07-19","19","7","2023","3","Laptop","Electronics","Customer C5032","Gift Card","7",NULL,"1192.94","1"
"1681","2023-05-07","7","5","2023","2","Laptop","Electronics","Customer C4251","Gift Card","3",NULL,"1217.97","5"
"1714","2024-02-15","15","2","2024","1","Laptop","Electronics","Customer C7767","Gift Card","1",NULL,"387.28","5"
"1725","2023-09-02","2","9","2023","3","Laptop","Electronics","Customer C9534","Gift Card","8",NULL,"5310.64","1"
"1735","2023-07-17","17","7","2023","3","Laptop","Electronics","Customer C6726","Gift Card","8",NULL,"56.08","1"
"1747","2023-11-07","7","11","2023","4","Laptop","Electronics","Customer C8160","Gift Card","2",NULL,"448.58","1"
"1759","2025-06-20","20","6","2025","2","Laptop","Electronics","Customer C3709","Gift Card","8",NULL,"185.12","2"
"2","2025-06-21","21","6","2025","2","Laptop","Electronics","Customer C6231","Debit Card","7",NULL,"2563.54","3"
"16","2024-11-20","20","11","2024","4","Laptop","Electronics","Customer C7436","Debit Card","8",NULL,"4556.48","5"
"82","2025-01-13","13","1","2025","1","Laptop","Electronics","Customer C4946","Debit Card","1",NULL,"471.49","2"
"174","2024-02-05","5","2","2024","1","Laptop","Electronics","Customer C3872","Debit Card","7",NULL,"1622.39","3"
"213","2024-07-29","29","7","2024","3","Laptop","Electronics","Customer C1151","Debit Card","1",NULL,"24.84","1"
"248","2023-07-19","19","7","2023","3","Laptop","Electronics","Customer C6239","Debit Card","6",NULL,"4524.96","1"
"257","2025-04-13","13","4","2025","2","Laptop","Electronics","Customer C5639","Debit Card","6",NULL,"1222.98","4"
"270","2023-06-07","7","6","2023","2","Laptop","Electronics","Customer C9464","Debit Card","7",NULL,"243.95","3"
"278","2024-07-13","13","7","2024","3","Laptop","Electronics","Customer C6018","Debit Card","2",NULL,"333.24","1"
"307","2023-02-27","27","2","2023","1","Laptop","Electronics","Customer C5169","Debit Card","2",NULL,"1595.30","2"
"326","2025-03-24","24","3","2025","1","Laptop","Electronics","Customer C3772","Debit Card","1",NULL,"198.47","4"
"357","2023-05-07","7","5","2023","2","Laptop","Electronics","Customer C8333","Debit Card","5",NULL,"1785.80","3"
"364","2025-02-28","28","2","2025","1","Laptop","Electronics","Customer C1086","Debit Card","1",NULL,"761.75","3"
"370","2023-11-17","17","11","2023","4","Laptop","Electronics","Customer C7530","Debit Card","3",NULL,"1323.03","1"
"411","2024-06-13","13","6","2024","2","Laptop","Electronics","Customer C9650","Debit Card","7",NULL,"3916.50","4"
"417","2023-12-15","15","12","2023","4","Laptop","Electronics","Customer C2436","Debit Card","7",NULL,"142.45","2"
"441","2024-06-18","18","6","2024","2","Laptop","Electronics","Customer C4082","Debit Card","3",NULL,"1595.79","2"
"447","2024-12-13","13","12","2024","4","Laptop","Electronics","Customer C7673","Debit Card","5",NULL,"319.00","3"
"506","2025-06-11","11","6","2025","2","Laptop","Electronics","Customer C4451","Debit Card","5",NULL,"3821.85","1"
"565","2024-11-27","27","11","2024","4","Laptop","Electronics","Customer C3555","Debit Card","1",NULL,"165.45","5"
"572","2024-12-29","29","12","2024","4","Laptop","Electronics","Customer C5091","Debit Card","4",NULL,"3117.44","2"
"632","2024-08-02","2","8","2024","3","Laptop","Electronics","Customer C6985","Debit Card","2",NULL,"264.98","4"
"642","2024-12-20","20","12","2024","4","Laptop","Electronics","Customer C6149","Debit Card","5",NULL,"3414.00","3"
"650","2024-12-17","17","12","2024","4","Laptop","Electronics","Customer C6020","Debit Card","2",NULL,"530.68","2"
"661","2023-11-01","1","11","2023","4","Laptop","Electronics","Customer C8789","Debit Card","2",NULL,"1277.16","1"
"688","2025-06-29","29","6","2025","2","Laptop","Electronics","Customer C7027","Debit Card","1",NULL,"626.28","3"
"709","2024-11-28","28","11","2024","4","Laptop","Electronics","Customer C4024","Debit Card","8",NULL,"178.08","3"
"740","2024-11-05","5","11","2024","4","Laptop","Electronics","Customer C4274","Debit Card","8",NULL,"2995.12","3"
"743","2024-03-05","5","3","2024","1","Laptop","Electronics","Customer C3926","Debit Card","6",NULL,"4600.80","2"
"848","2024-10-23","23","10","2024","4","Laptop","Electronics","Customer C3826","Debit Card","5",NULL,"427.00","4"
"865","2023-07-20","20","7","2023","3","Laptop","Electronics","Customer C5978","Debit Card","7",NULL,"1994.02","5"
"875","2023-05-25","25","5","2023","2","Laptop","Electronics","Customer C3897","Debit Card","8",NULL,"1050.08","3"
"877","2023-07-23","23","7","2023","3","Laptop","Electronics","Customer C2932","Debit Card","4",NULL,"596.56","4"
"881","2024-12-06","6","12","2024","4","Laptop","Electronics","Customer C7603","Debit Card","5",NULL,"1383.75","2"
"926","2023-11-29","29","11","2023","4","Laptop","Electronics","Customer C3589","Debit Card","1",NULL,"410.32","5"
"932","2023-09-25","25","9","2023","3","Laptop","Electronics","Customer C9578","Debit Card","6",NULL,"3805.68","5"
"940","2025-01-21","21","1","2025","1","Laptop","Electronics","Customer C8176","Debit Card","3",NULL,"22.89","3"
"1003","2024-09-19","19","9","2024","3","Laptop","Electronics","Customer C3222","Debit Card","8",NULL,"577.68","4"
"1050","2023-11-11","11","11","2023","4","Laptop","Electronics","Customer C2023","Debit Card","6",NULL,"1881.72","4"
"1090","2023-09-30","30","9","2023","3","Laptop","Electronics","Customer C7183","Debit Card","4",NULL,"227.36","4"
"1095","2024-07-23","23","7","2024","3","Laptop","Electronics","Customer C4222","Debit Card","1",NULL,"562.40","5"
"1119","2025-03-30","30","3","2025","1","Laptop","Electronics","Customer C3010","Debit Card","6",NULL,"1666.98","4"
"1161","2024-12-13","13","12","2024","4","Laptop","Electronics","Customer C7027","Debit Card","2",NULL,"310.20","1"
"1183","2024-05-20","20","5","2024","2","Laptop","Electronics","Customer C8098","Debit Card","4",NULL,"1969.36","5"
"1208","2024-02-11","11","2","2024","1","Laptop","Electronics","Customer C9269","Debit Card","6",NULL,"2919.90","2"
"1241","2025-01-10","10","1","2025","1","Laptop","Electronics","Customer C8814","Debit Card","1",NULL,"482.69","5"
"1243","2023-11-28","28","11","2023","4","Laptop","Electronics","Customer C5225","Debit Card","7",NULL,"1363.60","4"
"1246","2023-05-10","10","5","2023","2","Laptop","Electronics","Customer C3708","Debit Card","6",NULL,"3918.00","4"
"1284","2025-01-23","23","1","2025","1","Laptop","Electronics","Customer C7345","Debit Card","1",NULL,"95.70","4"
"1285","2023-05-26","26","5","2023","2","Laptop","Electronics","Customer C1763","Debit Card","6",NULL,"1026.96","5"
"1289","2024-04-21","21","4","2024","2","Laptop","Electronics","Customer C1857","Debit Card","6",NULL,"3752.88","1"
"1307","2024-09-25","25","9","2024","3","Laptop","Electronics","Customer C6059","Debit Card","3",NULL,"1519.65","5"
"1312","2025-02-25","25","2","2025","1","Laptop","Electronics","Customer C4542","Debit Card","6",NULL,"2496.42","1"
"1350","2023-05-03","3","5","2023","2","Laptop","Electronics","Customer C4681","Debit Card","6",NULL,"4675.38","5"
